rank,title,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
2709,mega man battle network 6: cybeast falzar / gregar,GBA,2005.0,Role-Playing,capcom,0.09,0.03,0.62,0.02,0.76
2710,syphon filter: the omega strain,PS2,2004.0,Shooter,sony computer entertainment,0.37,0.29,0.0,0.1,0.76
2711,fifa soccer 11,PS2,2010.0,Sports,electronic arts,0.11,0.29,0.0,0.36,0.76
2712,deer drive,Wii,2009.0,Sports,big ben interactive,0.67,0.04,0.0,0.05,0.76
2713,kane & lynch: dead men,X360,2007.0,Shooter,eidos interactive,0.36,0.31,0.01,0.08,0.76
2714,assassin's creed: revelations,PC,2011.0,Action,ubisoft,0.14,0.48,0.0,0.14,0.76
2715,mortal kombat: deception,XB,2004.0,Fighting,midway games,0.61,0.12,0.0,0.03,0.76
2716,ace attorney investigations: miles edgeworth,DS,2009.0,Adventure,capcom,0.27,0.15,0.3,0.04,0.76
2717,that's so raven,GBA,2004.0,Adventure,disney interactive studios,0.54,0.2,0.0,0.01,0.76
2718,fifa 15,Wii,2014.0,Sports,electronic arts,0.24,0.46,0.0,0.06,0.76
2719,marvel vs. capcom 2: new age of heroes,PS2,2002.0,Fighting,capcom,0.31,0.24,0.13,0.08,0.76
2720,need for speed: shift,PSP,2009.0,Racing,electronic arts,0.16,0.38,0.01,0.21,0.76
2721,kane & lynch: dead men,PS3,2007.0,Shooter,eidos interactive,0.29,0.32,0.01,0.13,0.76
2722,dark souls ii,X360,2014.0,Role-Playing,namco bandai games,0.48,0.2,0.01,0.06,0.76
2723,true crime: new york city,PS2,2005.0,Action,activision,0.57,0.02,0.07,0.09,0.76
2724,legends of wrestling,PS2,2001.0,Fighting,acclaim entertainment,0.37,0.29,0.0,0.1,0.76
2725,rockstar games presents table tennis,X360,2006.0,Sports,take-two interactive,0.28,0.39,0.0,0.09,0.76
2726,monopoly streets,Wii,2010.0,Misc,electronic arts,0.24,0.44,0.0,0.08,0.76
2727,genji: days of the blade,PS3,2006.0,Action,sony computer entertainment,0.18,0.38,0.06,0.14,0.76
2728,harvest moon: animal parade,Wii,2008.0,Simulation,rising star games,0.6,0.09,0.02,0.05,0.76
2729,final fantasy legend iii,GB,1991.0,Role-Playing,squaresoft,0.0,0.0,0.76,0.0,0.76
2730,total war: rome ii,PC,2013.0,Strategy,sega,0.12,0.53,0.0,0.11,0.76
2731,rare replay,XOne,2015.0,Misc,microsoft game studios,0.47,0.21,0.01,0.07,0.75
2732,spectrobes,DS,2007.0,Role-Playing,disney interactive studios,0.67,0.03,0.0,0.06,0.75
2733,wall-e,PS2,2008.0,Platform,thq,0.21,0.0,0.0,0.54,0.75
2734,wwe smackdown vs. raw 2009,PSP,2008.0,Fighting,thq,0.41,0.21,0.0,0.14,0.75
2735,band hero,PS3,2009.0,Misc,activision,0.41,0.24,0.0,0.11,0.75
2736,mega man x5,PS,2000.0,Platform,capcom,0.3,0.21,0.2,0.05,0.75
2737,tearaway,PSV,2013.0,Adventure,sony computer entertainment europe,0.17,0.39,0.0,0.19,0.75
2738,dj hero 2,PS3,2010.0,Misc,activision,0.47,0.19,0.0,0.09,0.75
2739,the godfather ii,PS3,2009.0,Action,electronic arts,0.41,0.22,0.01,0.11,0.75
2740,wwe smackdown vs. raw 2010,Wii,2009.0,Fighting,thq,0.51,0.17,0.0,0.07,0.75
2741,turok,X360,2008.0,Action,touchstone,0.46,0.21,0.01,0.07,0.75
2742,[prototype 2],PS3,2012.0,Action,activision,0.36,0.28,0.0,0.11,0.75
2743,shark tale,PS2,2004.0,Action,activision,0.37,0.29,0.0,0.1,0.75
2744,san francisco rush: extreme racing,N64,1997.0,Racing,gt interactive,0.63,0.11,0.0,0.01,0.75
2745,the amazing spider-man (console version),X360,2012.0,Action,activision,0.43,0.26,0.0,0.06,0.75
2746,zone of the enders,PS2,2001.0,Shooter,konami digital entertainment,0.3,0.24,0.13,0.08,0.75
2747,red faction: guerrilla,PS3,2009.0,Shooter,thq,0.33,0.28,0.02,0.12,0.75
2748,street fighter ex plus alpha,PS,1997.0,Fighting,virgin interactive,0.28,0.19,0.23,0.05,0.75
2749,madden nfl 06,PSP,2005.0,Sports,electronic arts,0.69,0.0,0.0,0.06,0.75
2750,coded arms,PSP,2005.0,Shooter,konami digital entertainment,0.28,0.29,0.0,0.18,0.75
2751,tony hawk's underground 2,XB,2004.0,Sports,activision,0.48,0.24,0.0,0.03,0.75
2752,tales of vesperia,X360,2008.0,Role-Playing,atari,0.32,0.18,0.19,0.05,0.75
2753,x-men origins: wolverine - uncaged edition,PS3,2009.0,Action,activision,0.31,0.32,0.0,0.13,0.75
2754,madagascar: escape 2 africa,DS,2008.0,Action,activision,0.42,0.26,0.0,0.07,0.75
2755,split/second,PS3,2010.0,Racing,disney interactive studios,0.31,0.31,0.01,0.12,0.75
2756,capcom vs. snk 2: mark of the millennium 2001,PS2,2001.0,Fighting,capcom,0.22,0.17,0.3,0.06,0.75
2757,mvp 06 ncaa baseball,PS2,2006.0,Sports,electronic arts,0.62,0.02,0.0,0.1,0.75
2758,just dance 2015,WiiU,2014.0,Misc,ubisoft,0.4,0.28,0.0,0.07,0.75
2759,borderlands: the pre-sequel,X360,2014.0,Shooter,take-two interactive,0.46,0.22,0.01,0.06,0.75
2760,littlebigplanet 3,PS3,2014.0,Platform,sony computer entertainment,0.2,0.43,0.01,0.11,0.75
2761,marvel: ultimate alliance 2,PS3,2009.0,Role-Playing,activision,0.49,0.16,0.0,0.09,0.75
2762,sega superstars tennis,DS,2008.0,Sports,sega,0.29,0.37,0.0,0.08,0.75
2763,the walking dead: season one,X360,2012.0,Adventure,avanquest software,0.55,0.14,0.0,0.05,0.75
2764,ace combat: assault horizon,PS3,2011.0,Action,namco bandai games,0.3,0.16,0.22,0.07,0.74
2765,jump ultimate stars,DS,2006.0,Fighting,nintendo,0.0,0.0,0.74,0.0,0.74
2766,jampack summer 2001,PS2,2001.0,Misc,sony computer entertainment,0.36,0.28,0.0,0.1,0.74
2767,resonance of fate,PS3,2010.0,Role-Playing,sega,0.2,0.22,0.24,0.09,0.74
2768,burnout,PS2,2001.0,Racing,acclaim entertainment,0.36,0.28,0.0,0.1,0.74
2769,tom clancy's rainbow six: vegas,PSP,2007.0,Shooter,ubisoft,0.42,0.19,0.0,0.14,0.74
2770,final fantasy xiii-2,X360,2011.0,Role-Playing,square enix,0.36,0.3,0.02,0.06,0.74
2771,lego batman 2: dc super heroes,3DS,2012.0,Action,warner bros. interactive entertainment,0.41,0.27,0.0,0.06,0.74
2772,mortal kombat: unchained,PSP,2006.0,Fighting,midway games,0.67,0.01,0.0,0.06,0.74
2773,mario & luigi: paper jam,3DS,2015.0,Role-Playing,nintendo,0.16,0.3,0.25,0.04,0.74
2774,yu-gi-oh! dungeon dice monsters,GBA,2001.0,Misc,konami digital entertainment,0.42,0.16,0.15,0.01,0.74
2775,brink,PS3,2011.0,Shooter,bethesda softworks,0.29,0.32,0.01,0.12,0.74
2776,lego marvel super heroes,WiiU,2013.0,Action,warner bros. interactive entertainment,0.31,0.35,0.02,0.06,0.74
2777,blur,PS3,2010.0,Racing,activision,0.22,0.37,0.02,0.13,0.74
2778,madden nfl 11,Wii,2007.0,Sports,unknown,0.7,0.0,0.0,0.05,0.74
2779,namco museum remix,Wii,2007.0,Misc,atari,0.68,0.0,0.0,0.05,0.74
2780,midnight club 3: dub edition,XB,2005.0,Racing,take-two interactive,0.61,0.1,0.0,0.03,0.74
2781,crysis 2,PC,2011.0,Action,electronic arts,0.16,0.45,0.0,0.13,0.74
2782,the lord of the rings: the two towers,GBA,2002.0,Action,electronic arts,0.53,0.2,0.0,0.01,0.74
2783,tiger woods pga tour 2001,PS2,2001.0,Sports,electronic arts,0.36,0.28,0.0,0.09,0.74
2784,indiana jones and the staff of kings,Wii,2009.0,Action,activision,0.36,0.3,0.0,0.08,0.74
2785,jet moto 3,PS,1999.0,Racing,sony computer entertainment,0.41,0.28,0.0,0.05,0.74
2786,naruto shippuden: ultimate ninja storm generations,PS3,2012.0,Fighting,namco bandai games,0.27,0.25,0.14,0.08,0.74
2787,unreal championship,XB,2002.0,Shooter,atari,0.59,0.12,0.0,0.03,0.74
2788,warioware: twisted!,GBA,2007.0,Puzzle,unknown,0.16,0.06,0.5,0.02,0.74
2789,pirates of the caribbean: at world's end,PS3,2007.0,Action,disney interactive studios,0.17,0.41,0.0,0.15,0.74
2790,tiger woods pga tour 08,PS3,2007.0,Sports,electronic arts,0.22,0.38,0.0,0.14,0.74
2791,persona 4: arena,PS3,2012.0,Fighting,atlus,0.3,0.12,0.24,0.07,0.74
2792,sword of mana,GBA,2003.0,Role-Playing,nintendo,0.31,0.11,0.3,0.02,0.74
2793,harvest moon ds: island of happiness,DS,2007.0,Simulation,rising star games,0.44,0.01,0.25,0.04,0.74
2794,star ocean: the last hope international,PS3,2010.0,Role-Playing,square enix,0.28,0.16,0.22,0.08,0.73
2795,the sims 2: castaway,DS,2007.0,Simulation,electronic arts,0.63,0.05,0.0,0.06,0.73
2796,fifa: road to world cup 98,PS,1997.0,Sports,electronic arts,0.14,0.09,0.46,0.05,0.73
2797,dragon ball z: ultime menace,SNES,1993.0,Fighting,namco bandai games,0.0,0.0,0.73,0.0,0.73
2798,classic nes series: donkey kong,GBA,2004.0,Platform,nintendo,0.4,0.15,0.17,0.01,0.73
2799,call of duty: ghosts,PC,2013.0,Shooter,activision,0.23,0.41,0.0,0.09,0.73
2800,yoshi,GB,1991.0,Puzzle,nintendo,0.0,0.0,0.73,0.0,0.73
2801,mortal kombat 4,N64,1998.0,Fighting,gt interactive,0.55,0.17,0.0,0.01,0.73
2802,f1 2011,X360,2011.0,Racing,codemasters,0.11,0.51,0.01,0.09,0.73
2803,madden nfl 10,Wii,2009.0,Sports,electronic arts,0.63,0.04,0.0,0.06,0.73
2804,kirby: canvas curse,DS,2005.0,Platform,nintendo,0.37,0.0,0.32,0.04,0.73
2805,croc 2,PS,1999.0,Platform,fox interactive,0.41,0.28,0.0,0.05,0.73
2806,practise english!,DS,2007.0,Misc,nintendo,0.0,0.0,0.73,0.0,0.73
2807,oddworld: munch's oddysee,XB,2001.0,Platform,atari,0.54,0.16,0.0,0.03,0.73
2808,berzerk,2600,1981.0,Shooter,atari,0.68,0.04,0.0,0.01,0.73
2809,nhl 11,X360,2010.0,Sports,electronic arts,0.61,0.07,0.0,0.05,0.73
2810,dragon age: inquisition,PC,2014.0,Role-Playing,electronic arts,0.32,0.34,0.0,0.07,0.73
2811,icarly,DS,2009.0,Adventure,activision,0.67,0.01,0.0,0.05,0.73
2812,dirt 3,X360,2011.0,Racing,codemasters,0.23,0.41,0.01,0.08,0.73
2813,ncaa football 07,X360,2006.0,Sports,electronic arts,0.67,0.0,0.0,0.06,0.73
2814,just dance wii,Wii,2011.0,Misc,nintendo,0.0,0.0,0.73,0.0,0.73
2815,full spectrum warrior,XB,2004.0,Strategy,thq,0.54,0.16,0.0,0.03,0.73
2816,katamari damacy,PS2,2004.0,Puzzle,namco bandai games,0.47,0.02,0.17,0.08,0.73
2817,beyblade vforce: ultimate blader jam,GBA,2003.0,Action,atari,0.52,0.19,0.0,0.01,0.73
2818,ratchet & clank collection,PS3,2012.0,Action,sony computer entertainment,0.47,0.14,0.02,0.09,0.73
2819,avatar: the game,Wii,2009.0,Action,ubisoft,0.33,0.32,0.0,0.08,0.73
2820,shaun palmer's pro snowboarder,PS2,2001.0,Sports,codemasters,0.36,0.28,0.0,0.09,0.73
2821,mx vs. atv reflex,X360,2009.0,Racing,thq,0.52,0.15,0.0,0.06,0.73
2822,imagine: interior designer,DS,2008.0,Simulation,ubisoft,0.34,0.31,0.0,0.08,0.73
2823,ssx,X360,2012.0,Sports,electronic arts,0.38,0.28,0.0,0.06,0.72
2824,style savvy: trendsetters,3DS,2012.0,Simulation,nintendo,0.16,0.02,0.53,0.01,0.72
2825,james bond 007: agent under fire,GC,2002.0,Shooter,electronic arts,0.56,0.15,0.0,0.02,0.72
2826,xcom: enemy unknown,PC,2012.0,Strategy,take-two interactive,0.26,0.36,0.0,0.1,0.72
2827,rabbids go home,DS,2009.0,Platform,ubisoft,0.35,0.3,0.0,0.07,0.72
2828,star wars episode iii: revenge of the sith,GBA,2005.0,Action,ubisoft,0.52,0.19,0.0,0.01,0.72
2829,ultimate spider-man,PS2,2005.0,Action,activision,0.6,0.02,0.0,0.1,0.72
2830,fifa soccer 13,Wii,2012.0,Action,electronic arts,0.19,0.46,0.0,0.08,0.72
2831,god eater,PSP,2010.0,Action,unknown,0.0,0.0,0.72,0.0,0.72
2832,final fantasy xiv: a realm reborn,PS4,2014.0,Role-Playing,square enix,0.32,0.22,0.08,0.1,0.72
2833,sd gundam g generation,PS,1998.0,Strategy,namco bandai games,0.0,0.0,0.67,0.05,0.72
2834,area 51,PS,1996.0,Shooter,gt interactive,0.4,0.27,0.0,0.05,0.72
2835,nba live 08,PS2,2007.0,Sports,electronic arts,0.59,0.02,0.01,0.1,0.72
2836,dead to rights,XB,2002.0,Shooter,electronic arts,0.53,0.17,0.0,0.03,0.72
2837,tiger woods pga tour 07,PS2,2006.0,Sports,electronic arts,0.6,0.02,0.0,0.1,0.72
2838,test drive 6,PS,1999.0,Racing,atari,0.4,0.27,0.0,0.05,0.72
2839,kouchuu ouja mushi king,GBA,2005.0,Action,sega,0.0,0.0,0.7,0.02,0.72
2840,lego harry potter: years 5-7,DS,2007.0,Action,warner bros. interactive entertainment,0.35,0.3,0.0,0.07,0.72
2841,major league baseball 2k7,X360,2007.0,Sports,spike,0.67,0.0,0.0,0.05,0.72
2842,x-men: mutant academy 2,PS,2001.0,Fighting,activision,0.4,0.27,0.0,0.05,0.72
2843,terraria,X360,2013.0,Action,505 games,0.35,0.31,0.0,0.06,0.72
2844,jampack winter 2001,PS2,2001.0,Misc,sony computer entertainment,0.35,0.28,0.0,0.09,0.72
2845,kangaroo,2600,1982.0,Platform,atari,0.67,0.04,0.0,0.01,0.72
2846,james bond 007: blood stone,PS3,2010.0,Shooter,activision,0.18,0.38,0.02,0.13,0.72
2847,ben 10: protector of earth,PSP,2007.0,Action,d3publisher,0.23,0.31,0.0,0.18,0.72
2848,skate,X360,2007.0,Sports,electronic arts,0.62,0.04,0.0,0.06,0.72
2849,super monkey ball jr.,GBA,2002.0,Puzzle,atari,0.51,0.19,0.0,0.01,0.72
2850,driver: san francisco,X360,2011.0,Racing,ubisoft,0.25,0.39,0.0,0.08,0.72
2851,mlb 09: the show,PS3,2009.0,Sports,sony computer entertainment,0.66,0.0,0.0,0.05,0.72
2852,monster hunter tri,WiiU,2012.0,Role-Playing,nintendo,0.26,0.19,0.22,0.04,0.72
2853,mobile suit gundam: encounters in space,PS2,2003.0,Simulation,namco bandai games,0.05,0.04,0.61,0.01,0.72
2854,catherine,PS3,2011.0,Adventure,deep silver,0.3,0.15,0.2,0.07,0.72
2855,fear effect,PS,1998.0,Action,eidos interactive,0.4,0.27,0.0,0.05,0.72
2856,fifa soccer 11,DS,2010.0,Sports,electronic arts,0.13,0.5,0.0,0.09,0.72
2857,crysis,PC,2007.0,Shooter,electronic arts,0.0,0.69,0.0,0.03,0.72
2858,battlefield: bad company 2,PC,2010.0,Shooter,electronic arts,0.19,0.53,0.0,0.0,0.71
2859,the lord of the rings: the two towers,XB,2002.0,Action,electronic arts,0.45,0.24,0.0,0.03,0.71
2860,madden nfl 2003,XB,2002.0,Sports,electronic arts,0.67,0.02,0.0,0.03,0.71
2861,dragon quest swords: the masked queen and the tower of mirrors,Wii,2007.0,Role-Playing,square enix,0.18,0.01,0.5,0.02,0.71
2862,mlb 13: the show,PS3,2013.0,Sports,sony computer entertainment,0.66,0.0,0.0,0.05,0.71
2863,omerta: city of gangsters,X360,2011.0,Simulation,konami digital entertainment,0.42,0.23,0.0,0.06,0.71
2864,dragon quest heroes: the world's tree woe and the blight below,PS4,2015.0,Action,square enix,0.16,0.13,0.37,0.06,0.71
2865,virtua fighter 4: evolution,PS2,2003.0,Fighting,sega,0.35,0.27,0.0,0.09,0.71
2866,top spin 4,PS3,2011.0,Sports,take-two interactive,0.17,0.4,0.0,0.14,0.71
2867,resident evil: survivor,PS,2000.0,Action,eidos interactive,0.23,0.15,0.29,0.05,0.71
2868,dynasty warriors 6,PS3,2007.0,Action,tecmo koei,0.18,0.08,0.41,0.04,0.71
2869,super trucks racing,PS2,2002.0,Racing,jester interactive,0.35,0.27,0.0,0.09,0.71
2870,persona q: shadow of the labyrinth,3DS,2014.0,Role-Playing,nippon ichi software,0.33,0.07,0.27,0.04,0.71
2871,madden nfl 08,PSP,2007.0,Sports,electronic arts,0.6,0.04,0.0,0.07,0.71
2872,godzilla: destroy all monsters melee,GC,2002.0,Fighting,atari,0.55,0.14,0.0,0.02,0.71
2873,jeremy mcgrath supercross 2000,PS,2000.0,Racing,acclaim entertainment,0.4,0.27,0.0,0.05,0.71
2874,conker: live and reloaded,XB,2005.0,Adventure,microsoft game studios,0.49,0.2,0.0,0.02,0.71
2875,silent hill 3,PS2,2003.0,Action,konami digital entertainment,0.35,0.27,0.0,0.09,0.71
2876,madden nfl 09,PSP,2008.0,Sports,electronic arts,0.65,0.0,0.0,0.06,0.71
2877,final fantasy x/x-2 hd remaster,PS4,2015.0,Role-Playing,square enix,0.29,0.25,0.06,0.11,0.71
2878,yu-gi-oh! the falsebound kingdom,GC,2002.0,Strategy,konami digital entertainment,0.49,0.13,0.07,0.02,0.71
2879,lego rock band,Wii,2009.0,Misc,warner bros. interactive entertainment,0.42,0.22,0.0,0.07,0.71
2880,mlb 10: the show,PS3,2010.0,Sports,sony computer entertainment,0.66,0.0,0.0,0.05,0.71
2881,spyro: enter the dragonfly,GC,2002.0,Platform,universal interactive,0.55,0.14,0.0,0.02,0.71
2882,scooby-doo 2: monsters unleashed,GBA,2004.0,Action,thq,0.51,0.19,0.0,0.01,0.71
2883,power rangers: dino thunder,PS2,2004.0,Action,thq,0.35,0.27,0.0,0.09,0.71
2884,rhythm heaven: the best+,3DS,2015.0,Misc,nintendo,0.0,0.0,0.71,0.0,0.71
2885,lego racers,N64,1999.0,Racing,lego media,0.51,0.18,0.0,0.01,0.71
2886,wwf attitude,N64,1999.0,Fighting,acclaim entertainment,0.57,0.13,0.0,0.01,0.71
2887,blast corps,N64,1997.0,Action,nintendo,0.39,0.09,0.17,0.06,0.71
2888,lego harry potter: years 1-4,PSP,2010.0,Action,warner bros. interactive entertainment,0.14,0.37,0.0,0.19,0.71
2889,tactics ogre: let us cling together,SNES,1995.0,Role-Playing,quest,0.0,0.0,0.71,0.0,0.71
2890,"warioware, inc.: mega party game$",GC,2003.0,Puzzle,nintendo,0.2,0.05,0.44,0.02,0.71
2891,football manager 2014,PC,2013.0,Sports,sega,0.0,0.6,0.0,0.1,0.71
2892,battle arena toshinden 2,PS,1995.0,Fighting,sony computer entertainment,0.15,0.1,0.41,0.05,0.71
2893,wwe smackdown vs. raw 2011,PSP,2010.0,Fighting,thq,0.22,0.31,0.0,0.17,0.71
2894,jeopardy!,PS,1997.0,Misc,hasbro interactive,0.39,0.27,0.0,0.05,0.71
2895,south park,PS,1998.0,Shooter,acclaim entertainment,0.39,0.27,0.0,0.05,0.71
2896,metal gear solid v: the phantom pain,XOne,2015.0,Action,konami digital entertainment,0.37,0.26,0.01,0.06,0.71
2897,two worlds,X360,2007.0,Role-Playing,southpeak games,0.41,0.23,0.0,0.07,0.71
2898,doom 3: resurrection of evil,XB,2005.0,Shooter,activision,0.53,0.15,0.0,0.03,0.71
2899,ncaa football 09,X360,2008.0,Sports,electronic arts,0.65,0.0,0.0,0.05,0.71
2900,nba live 09,X360,2008.0,Sports,electronic arts,0.5,0.14,0.0,0.07,0.71
2901,ratchet & clank: into the nexus,PS3,2013.0,Shooter,sony computer entertainment,0.3,0.29,0.0,0.11,0.71
2902,spider-man 2,PSP,2005.0,Action,activision,0.35,0.21,0.0,0.14,0.71
2903,2014 fifa world cup brazil,PS3,2014.0,Sports,electronic arts,0.15,0.39,0.01,0.16,0.71
2904,london 2012: the official video game of the olympic games,PS3,2012.0,Sports,sega,0.06,0.5,0.0,0.15,0.7
2905,nhl 12,X360,2011.0,Sports,electronic arts,0.55,0.1,0.0,0.05,0.7
2906,tony hawk's underground,GC,2003.0,Sports,activision,0.54,0.14,0.0,0.02,0.7
2907,infinite undiscovery,X360,2008.0,Role-Playing,square enix,0.34,0.18,0.12,0.06,0.7
2908,super bomberman 3,SNES,1994.0,Puzzle,hudson soft,0.0,0.0,0.7,0.0,0.7
2909,command & conquer: red alert retaliation,PS,1998.0,Strategy,virgin interactive,0.39,0.27,0.0,0.05,0.7
2910,the sims 2: apartment pets,DS,2008.0,Simulation,electronic arts,0.32,0.31,0.0,0.07,0.7
2911,star wars: obi-wan,XB,2001.0,Action,activision,0.52,0.16,0.0,0.02,0.7
2912,ncaa football 08,X360,2007.0,Sports,electronic arts,0.65,0.0,0.0,0.05,0.7
2913,kill.switch,PS2,2003.0,Shooter,sony computer entertainment,0.34,0.27,0.0,0.09,0.7
2914,lalaloopsy,DS,2011.0,Simulation,activision,0.54,0.1,0.0,0.06,0.7
2915,madden nfl 2005,GC,2004.0,Sports,electronic arts,0.54,0.14,0.0,0.02,0.7
2916,f-14 tomcat,GBA,2001.0,Action,majesco entertainment,0.5,0.19,0.0,0.01,0.7
2917,splashdown,PS2,2001.0,Racing,atari,0.34,0.27,0.0,0.09,0.7
2918,ncaa football 98,PS,1997.0,Sports,electronic arts,0.39,0.27,0.0,0.05,0.7
2919,jade empire,XB,2005.0,Role-Playing,microsoft game studios,0.48,0.19,0.0,0.03,0.7
2920,"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)",PS3,2009.0,Shooter,activision,0.28,0.3,0.0,0.12,0.7
2921,the sims 3,DS,2010.0,Simulation,electronic arts,0.39,0.25,0.0,0.06,0.7
2922,skylanders: trap team,WiiU,2014.0,Action,activision,0.39,0.25,0.0,0.06,0.7
2923,prince of persia: the forgotten sands,PS3,2010.0,Action,ubisoft,0.19,0.36,0.01,0.13,0.7
2924,chocobo's dungeon 2,PS,1998.0,Role-Playing,squaresoft,0.04,0.03,0.58,0.05,0.7
2925,advance wars,GBA,2001.0,Strategy,nintendo,0.5,0.19,0.0,0.01,0.7
2926,hannah montana: the movie,DS,2009.0,Adventure,disney interactive studios,0.38,0.25,0.0,0.07,0.7
2927,world of zoo,DS,2009.0,Simulation,thq,0.43,0.2,0.0,0.06,0.7
2928,ape escape: on the loose,PSP,2005.0,Platform,sony computer entertainment,0.52,0.01,0.12,0.05,0.7
2929,nascar 2001,PS2,2000.0,Racing,electronic arts,0.34,0.27,0.0,0.09,0.7
2930,il-2 sturmovik: birds of prey,PS3,2009.0,Simulation,505 games,0.34,0.26,0.0,0.1,0.7
2931,book of spells,PS3,2012.0,Action,sony computer entertainment,0.13,0.4,0.0,0.16,0.7
2932,ncaa football 2001,PS,2000.0,Sports,electronic arts,0.39,0.26,0.0,0.05,0.7
2933,mafia,PS2,2004.0,Action,illusion softworks,0.34,0.27,0.0,0.09,0.7
2934,mobile suit gundam: journey to jaburo,PS2,2000.0,Simulation,namco bandai games,0.16,0.13,0.36,0.04,0.7
2935,metal gear solid v: the phantom pain,PS3,2015.0,Action,konami digital entertainment,0.21,0.18,0.22,0.08,0.7
2936,timesplitters 2,PS2,2002.0,Shooter,eidos interactive,0.34,0.27,0.0,0.09,0.7
2937,motionsports,X360,2010.0,Sports,ubisoft,0.38,0.26,0.0,0.06,0.7
2938,mlb 08: the show,PS3,2008.0,Sports,sony computer entertainment,0.64,0.0,0.0,0.05,0.7
2939,classic nes series: zelda ii: the adventure of link,GBA,2004.0,Adventure,nintendo,0.37,0.14,0.17,0.01,0.7
2940,fire emblem: monsh? no nazo,SNES,1994.0,Role-Playing,nintendo,0.0,0.0,0.7,0.0,0.7
2941,disney's chicken little,GBA,2005.0,Platform,disney interactive studios,0.5,0.18,0.0,0.01,0.7
2942,king kong,2600,1981.0,Action,tigervision,0.65,0.04,0.0,0.01,0.69
2943,wwe 2k15,X360,2014.0,Sports,take-two interactive,0.38,0.26,0.0,0.06,0.69
2944,the lego movie videogame,3DS,2014.0,Action,warner bros. interactive entertainment,0.28,0.31,0.05,0.05,0.69
2945,x-men origins: wolverine - uncaged edition,X360,2009.0,Action,activision,0.42,0.21,0.0,0.06,0.69
2946,metal gear solid: portable ops plus,PSP,2007.0,Action,konami digital entertainment,0.26,0.01,0.26,0.17,0.69
2947,disney tangled,Wii,2010.0,Action,disney interactive studios,0.47,0.17,0.0,0.05,0.69
2948,shrek the third,X360,2007.0,Action,activision,0.54,0.1,0.0,0.06,0.69
2949,test drive unlimited 2,X360,2007.0,Racing,atari,0.3,0.32,0.0,0.07,0.69
2950,moto racer 2,PS,1997.0,Racing,electronic arts,0.39,0.26,0.0,0.05,0.69
2951,halo 2 multiplayer map pack,XB,2005.0,Shooter,microsoft game studios,0.54,0.13,0.0,0.02,0.69
2952,minecraft: story mode,PS3,2015.0,Adventure,mojang,0.25,0.33,0.0,0.11,0.69
2953,mortal kombat: shaolin monks,PS2,2005.0,Action,midway games,0.58,0.02,0.0,0.09,0.69
2954,mx vs. atv unleashed: on the edge,PSP,2006.0,Racing,thq,0.64,0.0,0.0,0.05,0.69
2955,skylanders: trap team,PS3,2014.0,Action,activision,0.24,0.33,0.0,0.12,0.69
2956,mario pinball land,GBA,2004.0,Misc,nintendo,0.5,0.18,0.0,0.01,0.69
2957,mappy,NES,1984.0,Platform,namco bandai games,0.0,0.0,0.69,0.0,0.69
2958,j-league soccer: prime goal,SNES,1993.0,Sports,namco bandai games,0.0,0.0,0.69,0.0,0.69
2959,dragon ball z: budokai,GC,2003.0,Fighting,atari,0.53,0.14,0.0,0.02,0.69
2960,nfl xtreme,PS,1998.0,Sports,sony computer entertainment,0.38,0.26,0.0,0.05,0.69
2961,the sly collection,PS3,2010.0,Platform,sony computer entertainment,0.52,0.09,0.01,0.07,0.69
